Pixel Shift X (Columns),Pixel Shift Y (Rows),Confidence (%),Dist. X (mm),Dist. Y (mm),Hexapod X (mm),Hexapod Y (mm),Error X (mm),Error Y (mm)
-75,77,97.076,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,95.2193,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,96.846,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,95.3338,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,96.2392,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,97.1221,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,94.9127,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,96.7448,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,95.1493,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,96.2106,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,97.0727,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,93.7795,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,96.1819,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,95.5106,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
-75,77,95.0728,0.294953,0.291623,0.3,0.3,-0.005046999999999968,-0.008376999999999968
